,Unnamed: 0,OBJECTID,TAG,TENSION_NO,POTENCIA_I,POTENCIA_E,x,y,geometry
161,161,468.0,SB,138.0,35.0,,-69.22217124600002,-12.588704010000017,POINT (-69.22217124600002 -12.588704010000017)
