,Unnamed: 0,OBJECTID,TAG,TENSION_NO,POTENCIA_I,POTENCIA_E,x,y,geometry,Ingreso
225,225,532.0,SB,60.0,10.0,,-81.03041091799997,-4.89013587300002,POINT (-81.03041091799997 -4.89013587300002),209570
226,226,533.0,SB,60.0,0.0,,-76.26839751099999,-10.683389810999984,POINT (-76.26839751099999 -10.683389810999984),152214
227,227,534.0,SB,220.0,50.0,,-74.65071369999998,-12.359850396000011,POINT (-74.65071369999998 -12.359850396000011),131257
228,228,535.0,SB,220.0,50.0,,-77.11835428900002,-11.937073279999993,POINT (-77.11835428900002 -11.937073279999993),144493
229,229,536.0,SB,220.0,0.0,,-76.62409589999999,-11.840338551999992,POINT (-76.62409589999999 -11.840338551999992),196334
230,230,537.0,SB,220.0,180.4,,-76.62607339499999,-11.837807606000013,POINT (-76.62607339499999 -11.837807606000013),119124
231,231,538.0,SB,220.0,600.0,,-77.01127215499997,-12.039023251000003,POINT (-77.01127215499997 -12.039023251000003),210673
232,232,539.0,SB,60.0,90.0,,-76.68951446199998,-11.928119810999988,POINT (-76.68951446199998 -11.928119810999988),124639
233,233,540.0,SB,60.0,0.0,,-76.77525950400002,-11.972494700000029,POINT (-76.77525950400002 -11.972494700000029),163244
234,234,541.0,SB,500.0,450.0,,-75.05285617700002,-15.04698448800002,POINT (-75.05285617700002 -15.04698448800002),163244
235,235,542.0,SB,138.0,25.0,,-71.995903983,-17.02535614300001,POINT (-71.995903983 -17.02535614300001),126845
236,236,543.0,SB,220.0,0.0,,-81.264398486,-4.536428820000026,POINT (-81.264398486 -4.536428820000026),215085
237,237,544.0,SB,220.0,0.0,,-76.277764042,-10.672573434000014,POINT (-76.277764042 -10.672573434000014),126845
238,238,545.0,SB,500.0,0.0,,-73.033774596,-16.44356822200001,POINT (-73.033774596 -16.44356822200001),164347
239,239,546.0,SB,500.0,750.0,,-78.55824628200003,-9.008694462999983,POINT (-78.55824628200003 -9.008694462999983),138978
240,240,547.0,SB,500.0,750.0,,-79.02212236899999,-8.048416007000014,POINT (-79.02212236899999 -8.048416007000014),163244
241,241,548.0,SB,138.0,0.0,,-77.31353471,-10.573827387999984,POINT (-77.31353471 -10.573827387999984),157729
242,242,549.0,SB,220.0,168.0,,-75.30387116499998,-11.302912290999984,POINT (-75.30387116499998 -11.302912290999984),212879
243,243,550.0,SB,138.0,60.0,,-71.53324927199998,-16.382091822000007,POINT (-71.53324927199998 -16.382091822000007),146699
244,244,551.0,SB,220.0,125.0,,-71.37885903699998,-14.950764334999974,POINT (-71.37885903699998 -14.950764334999974),120227
245,245,552.0,SB,60.0,42.0,,-77.19697400000001,-11.493561,POINT (-77.19697400000001 -11.493561),156626
246,246,553.0,SB,60.0,34.0,,-77.26031899999998,-11.582577000000017,POINT (-77.26031899999998 -11.582577000000017),187510
247,247,554.0,SB,60.0,25.0,,-77.11112700000001,-11.836927000000005,POINT (-77.11112700000001 -11.836927000000005),179789
248,248,555.0,SB,60.0,25.0,,-77.128375,-11.868790999999987,POINT (-77.128375 -11.868790999999987),163244
249,249,556.0,SB,60.0,0.0,,-77.12549899999999,-11.974824000000012,POINT (-77.12549899999999 -11.974824000000012),217291
250,250,557.0,SB,60.0,85.0,,-77.06582200000003,-11.945655999999984,POINT (-77.06582200000003 -11.945655999999984),190819
251,251,558.0,SB,60.0,400.0,,-77.10446498099998,-12.048331609000002,POINT (-77.10446498099998 -12.048331609000002),178686
252,252,559.0,SB,60.0,50.0,,-77.097622,-12.069431000000009,POINT (-77.097622 -12.069431000000009),115815
253,253,560.0,SB,60.0,75.0,,-77.06517300000002,-12.043714000000024,POINT (-77.06517300000002 -12.043714000000024),169862
254,254,561.0,SB,60.0,65.0,,-77.05582800000002,-12.089227999999991,POINT (-77.05582800000002 -12.089227999999991),168759
255,255,562.0,SB,60.0,115.0,,-77.02481371200003,-12.113670617000023,POINT (-77.02481371200003 -12.113670617000023),157729
256,256,563.0,SB,60.0,40.0,,-77.039065,-12.095345000000007,POINT (-77.039065 -12.095345000000007),162141
257,257,564.0,SB,60.0,105.0,,-77.016118,-12.086908999999991,POINT (-77.016118 -12.086908999999991),113609
258,258,565.0,SB,60.0,50.0,,-76.97387600000002,-12.088273000000015,POINT (-76.97387600000002 -12.088273000000015),132360
259,259,566.0,SB,60.0,75.0,,-76.96172100000001,-12.155601999999988,POINT (-76.96172100000001 -12.155601999999988),175377
260,260,567.0,SB,60.0,100.0,,-76.90658300000001,-12.195058000000015,POINT (-76.90658300000001 -12.195058000000015),134566
261,261,568.0,SB,60.0,50.0,,-76.94683309599998,-12.201463694999973,POINT (-76.94683309599998 -12.201463694999973),147802
262,262,569.0,SB,60.0,90.0,,-77.03390100000001,-12.043863999999983,POINT (-77.03390100000001 -12.043863999999983),140081
263,263,570.0,SB,60.0,90.0,,-76.91843699999998,-12.003464000000008,POINT (-76.91843699999998 -12.003464000000008),120227
264,264,571.0,SB,60.0,65.0,,-76.948805161,-12.035239857000022,POINT (-76.948805161 -12.035239857000022),220600
265,265,572.0,SB,60.0,100.0,,-76.968412,-12.055768,POINT (-76.968412 -12.055768),116918
266,266,573.0,SB,60.0,0.0,,-72.16857299999998,-15.03571599999998,POINT (-72.16857299999998 -15.03571599999998),159935
267,267,574.0,SB,60.0,100.0,,-77.01089382100002,-12.041728697999986,POINT (-77.01089382100002 -12.041728697999986),131257
268,268,575.0,SB,220.0,60.0,,-76.361578425,-10.995037447000016,POINT (-76.361578425 -10.995037447000016),172068
269,269,576.0,SB,60.0,2.3,,-75.55714999999998,-11.268736999999987,POINT (-75.55714999999998 -11.268736999999987),218394
270,270,577.0,SB,220.0,50.0,,-75.47693299999997,-11.194905000000006,POINT (-75.47693299999997 -11.194905000000006),159935
271,271,578.0,SB,60.0,8.0,,-77.82892029200002,-8.924729908000018,POINT (-77.82892029200002 -8.924729908000018),162141
272,272,579.0,SB,60.0,16.0,,-77.84504716599997,-8.921049778999986,POINT (-77.84504716599997 -8.921049778999986),151111
273,273,580.0,SB,500.0,635.0,,-76.73436952399999,-12.542884467000022,POINT (-76.73436952399999 -12.542884467000022),189716
274,274,581.0,SB,500.0,230.0,,-76.71614229199997,-12.495045732999984,POINT (-76.71614229199997 -12.495045732999984),167656
275,275,582.0,SB,220.0,956.0,,-76.72773513200002,-12.503439719000028,POINT (-76.72773513200002 -12.503439719000028),218394
276,276,583.0,SB,220.0,50.0,,-77.27468671899999,-11.433394410000004,POINT (-77.27468671899999 -11.433394410000004),205158
277,277,584.0,SB,220.0,150.0,,-79.43841834400001,-7.556851043999984,POINT (-79.43841834400001 -7.556851043999984),144493
278,278,585.0,SB,220.0,160.0,,-76.45637299999999,-11.885739999999998,POINT (-76.45637299999999 -11.885739999999998),148905
279,279,586.0,SB,60.0,25.0,,-75.156514846,-15.228266808,POINT (-75.156514846 -15.228266808),173171
280,280,587.0,SB,60.0,42.0,,-77.74084826199999,-10.794671853000011,POINT (-77.74084826199999 -10.794671853000011),143390
281,281,588.0,SB,60.0,40.0,,-80.715410889,-5.165271887000017,POINT (-80.715410889 -5.165271887000017),135669
282,282,589.0,SB,220.0,144.0,,-75.10258792899998,-15.388099098999987,POINT (-75.10258792899998 -15.388099098999987),127948
283,283,590.0,SB,138.0,0.0,,-71.59067412299999,-16.518519516000026,POINT (-71.59067412299999 -16.518519516000026),113609
284,284,591.0,SB,138.0,91.6,,-71.588278296,-16.520483134000017,POINT (-71.588278296 -16.520483134000017),120227
285,285,592.0,SB,138.0,0.0,,-79.07260409100002,-6.529286019999972,POINT (-79.07260409100002 -6.529286019999972),131257
286,286,593.0,SB,60.0,1.5,,-76.29111468000002,-11.748733571999992,POINT (-76.29111468000002 -11.748733571999992),119124
287,287,594.0,SB,60.0,24.2,,-76.68818599999997,-11.929626999999982,POINT (-76.68818599999997 -11.929626999999982),141184
288,288,595.0,SB,60.0,42.0,,-76.884996,-12.01598899999999,POINT (-76.884996 -12.01598899999999),210673
289,289,596.0,SB,60.0,25.0,,-76.82052099100002,-11.989768158999992,POINT (-76.82052099100002 -11.989768158999992),124639
290,290,597.0,SB,60.0,49.0,,-75.703576779,-14.194748138000024,POINT (-75.703576779 -14.194748138000024),154420
291,291,598.0,SB,60.0,13.0,,-75.72316999999998,-13.999420999999984,POINT (-75.72316999999998 -13.999420999999984),208467
292,292,599.0,SB,60.0,30.0,,-75.749408458,-14.047238106999998,POINT (-75.749408458 -14.047238106999998),134566
293,293,600.0,SB,60.0,15.0,,-75.71756448600001,-14.090311062000012,POINT (-75.71756448600001 -14.090311062000012),162141
294,294,601.0,SB,60.0,8.4,,-76.10580078700002,-13.504727779999996,POINT (-76.10580078700002 -13.504727779999996),159935
295,295,602.0,SB,60.0,31.25,,-76.13801000000001,-13.45058499999999,POINT (-76.13801000000001 -13.45058499999999),207364
296,296,603.0,SB,60.0,31.75,,-76.12686200000002,-13.396378000000029,POINT (-76.12686200000002 -13.396378000000029),168759
297,297,604.0,SB,138.0,120.0,,-78.60063000000002,-9.063384999999982,POINT (-78.60063000000002 -9.063384999999982),179789
298,298,605.0,SB,220.0,300.0,,-71.51742280500002,-16.475451394999993,POINT (-71.51742280500002 -16.475451394999993),213982
299,299,606.0,SB,33.0,25.0,,-71.51759499999997,-16.474259000000018,POINT (-71.51759499999997 -16.474259000000018),188613
300,300,607.0,SB,220.0,0.0,,-71.51634699099998,-16.474864140000022,POINT (-71.51634699099998 -16.474864140000022),213982
301,301,608.0,SB,138.0,50.0,,-71.309748738,-17.62908581800002,POINT (-71.309748738 -17.62908581800002),167656
302,302,609.0,SB,138.0,125.0,,-75.53570444500002,-10.739732468,POINT (-75.53570444500002 -10.739732468),185304
303,303,610.0,SB,60.0,13.0,,-74.852045869,-12.97213605899998,POINT (-74.852045869 -12.97213605899998),142287
304,304,611.0,SB,60.0,0.0,,-81.06169760199998,-5.065115794000008,POINT (-81.06169760199998 -5.065115794000008),202952
305,305,612.0,SB,33.0,10.0,,-71.519363,-16.435828000000015,POINT (-71.519363 -16.435828000000015),177583
306,306,613.0,SB,33.0,10.0,,-71.54958598299999,-16.38984842399998,POINT (-71.54958598299999 -16.38984842399998),164347
307,307,614.0,SB,33.0,20.0,,-71.536631,-16.393107999999984,POINT (-71.536631 -16.393107999999984),162141
308,308,615.0,SB,60.0,12.0,,-76.27950231199998,-6.306846646999986,POINT (-76.27950231199998 -6.306846646999986),116918
309,309,616.0,SB,220.0,32.0,,-81.180132319,-4.588841489000004,POINT (-81.180132319 -4.588841489000004),148905
310,310,617.0,SB,33.0,10.0,,-71.50170500000002,-16.368615999999975,POINT (-71.50170500000002 -16.368615999999975),162141
311,311,618.0,SB,33.0,10.0,,-71.59422945300003,-16.347198777000017,POINT (-71.59422945300003 -16.347198777000017),150008
312,312,619.0,SB,33.0,2.0,,-71.18486200000001,-16.630522999999982,POINT (-71.18486200000001 -16.630522999999982),205158
313,313,620.0,SB,33.0,1.0,,-71.89614145799999,-17.09464744600001,POINT (-71.89614145799999 -17.09464744600001),135669
314,314,621.0,SB,33.0,4.0,,-71.82076048599998,-17.145766190000018,POINT (-71.82076048599998 -17.145766190000018),111403
315,315,622.0,SB,33.0,6.0,,-72.08936699999998,-17.00220200000001,POINT (-72.08936699999998 -17.00220200000001),132360
316,316,623.0,SB,33.0,2.0,,-71.75516752200002,-17.08836104599999,POINT (-71.75516752200002 -17.08836104599999),116918
317,317,624.0,SB,33.0,2.0,,-71.722458061,-17.072284679000006,POINT (-71.722458061 -17.072284679000006),193025
318,318,625.0,SB,33.0,6.0,,-72.05619300000001,-17.009191999999985,POINT (-72.05619300000001 -17.009191999999985),125742
319,319,626.0,SB,33.0,7.0,,-76.12359700000002,-5.913213999999982,POINT (-76.12359700000002 -5.913213999999982),127948
320,320,627.0,SB,33.0,20.0,,-71.51300372700001,-16.416867061999994,POINT (-71.51300372700001 -16.416867061999994),196334
321,321,628.0,SB,60.0,4.0,,-73.78853515700001,-12.631181825,POINT (-73.78853515700001 -12.631181825),218394
322,322,629.0,SB,60.0,7.0,,-74.99955945300002,-10.212198383999976,POINT (-74.99955945300002 -10.212198383999976),216188
323,323,630.0,SB,60.0,9.0,,-74.85854799999998,-10.942994,POINT (-74.85854799999998 -10.942994),145596
324,324,631.0,SB,33.0,2.0,,-75.550005,-10.143033000000004,POINT (-75.550005 -10.143033000000004),157729
325,325,632.0,SB,60.0,4.0,,-72.64729715700003,-15.843787033000012,POINT (-72.64729715700003 -15.843787033000012),206261
326,326,633.0,SB,60.0,15.0,,-75.27741700000001,-10.734984999999996,POINT (-75.27741700000001 -10.734984999999996),110300
327,327,634.0,SB,60.0,9.0,,-74.60799700000001,-11.216721000000009,POINT (-74.60799700000001 -11.216721000000009),177583
328,328,635.0,SB,60.0,7.0,,-69.543092,-14.683795999999973,POINT (-69.543092 -14.683795999999973),146699
329,329,636.0,SB,60.0,28.0,,-74.58217605099998,-8.352911776999974,POINT (-74.58217605099998 -8.352911776999974),120227
330,330,637.0,SB,138.0,15.0,,-77.44862596500002,-8.036764828999992,POINT (-77.44862596500002 -8.036764828999992),178686
331,331,638.0,SB,60.0,9.0,,-77.18103000000002,-9.346915000000024,POINT (-77.18103000000002 -9.346915000000024),123536
332,332,639.0,SB,60.0,4.0,,-77.908863,-8.657227999999975,POINT (-77.908863 -8.657227999999975),186407
333,333,640.0,SB,138.0,8.0,,-77.634224975,-8.55950883600002,POINT (-77.634224975 -8.55950883600002),213982
334,334,641.0,SB,60.0,6.0,,-77.470677045,-8.809002825999983,POINT (-77.470677045 -8.809002825999983),122433
335,335,642.0,SB,138.0,25.0,,-78.32021899699998,-9.463306588000025,POINT (-78.32021899699998 -9.463306588000025),114712
336,336,643.0,SB,138.0,7.2,,-77.582652,-9.472908000000018,POINT (-77.582652 -9.472908000000018),215085
337,337,644.0,SB,138.0,7.0,,-78.294578,-9.151871000000028,POINT (-78.294578 -9.151871000000028),119124
338,338,645.0,SB,60.0,13.0,,-78.15803654199999,-10.06751768700002,POINT (-78.15803654199999 -10.06751768700002),176480
339,339,646.0,SB,138.0,40.0,,-75.403733983,-10.581226990999994,POINT (-75.403733983 -10.581226990999994),187510
340,340,647.0,SB,60.0,9.0,,-77.44888700000001,-9.75215300000002,POINT (-77.44888700000001 -9.75215300000002),170965
341,341,648.0,SB,60.0,3.0,,-76.36711000000003,-10.485697000000016,POINT (-76.36711000000003 -10.485697000000016),148905
342,342,649.0,SB,60.0,1.0,,-75.32787300000001,-11.081444999999974,POINT (-75.32787300000001 -11.081444999999974),141184
343,343,650.0,SB,60.0,10.0,,-75.687018959,-11.40197800499999,POINT (-75.687018959 -11.40197800499999),219497
344,344,651.0,SB,60.0,50.0,,-77.60845471099998,-11.09692315799998,POINT (-77.60845471099998 -11.09692315799998),156626
345,345,652.0,SB,60.0,7.0,,-77.245590886,-11.133848410999974,POINT (-77.245590886 -11.133848410999974),215085
346,346,653.0,SB,60.0,7.0,,-75.48278699999997,-11.795347995999975,POINT (-75.48278699999997 -11.795347995999975),111403
347,347,654.0,SB,60.0,12.75,,-75.69722452000002,-12.293859725999994,POINT (-75.69722452000002 -12.293859725999994),190819
348,348,655.0,SB,60.0,0.0,,-74.220865,-13.152778000000012,POINT (-74.220865 -13.152778000000012),218394
349,349,656.0,SB,60.0,0.0,,-71.80347,-15.213006000000007,POINT (-71.80347 -15.213006000000007),216188
350,350,657.0,SB,60.0,1.0,,-71.85997400000002,-13.422123999999997,POINT (-71.85997400000002 -13.422123999999997),114712
351,351,658.0,SB,138.0,40.0,,-72.8781404,-13.62052920299999,POINT (-72.8781404 -13.62052920299999),219497
352,352,659.0,SB,60.0,25.0,,-76.36567400000001,-13.074550999999984,POINT (-76.36567400000001 -13.074550999999984),202952
353,353,660.0,SB,60.0,13.0,,-75.19627999400001,-13.200975975000006,POINT (-75.19627999400001 -13.200975975000006),220600
354,354,661.0,SB,60.0,0.0,,-74.143221014,-13.621102993000022,POINT (-74.143221014 -13.621102993000022),207364
355,355,662.0,SB,33.0,5.0,,-70.85716000000002,-15.241417000000013,POINT (-70.85716000000002 -15.241417000000013),217291
356,356,663.0,SB,60.0,0.0,,-72.643798,-12.996983,POINT (-72.643798 -12.996983),183098
357,357,664.0,SB,60.0,7.0,,-72.52852970999999,-12.652981484000009,POINT (-72.52852970999999 -12.652981484000009),186407
358,358,665.0,SB,60.0,7.0,,-69.63113193599997,-16.09748932299999,POINT (-69.63113193599997 -16.09748932299999),123536
359,359,666.0,SB,60.0,7.0,,-69.29587998,-16.267889079999975,POINT (-69.29587998 -16.267889079999975),172068
360,360,667.0,SB,33.0,0.8,,-69.89935557799998,-17.618753002000005,POINT (-69.89935557799998 -17.618753002000005),162141
361,361,668.0,SB,33.0,0.64,,-70.24490781399999,-17.336157518999983,POINT (-70.24490781399999 -17.336157518999983),209570
362,362,669.0,SB,33.0,0.25,,-69.62637184200003,-17.577906429999985,POINT (-69.62637184200003 -17.577906429999985),134566
363,363,670.0,SB,33.0,0.8,,-70.02942628300002,-17.474351865000017,POINT (-70.02942628300002 -17.474351865000017),159935
364,364,671.0,SB,33.0,0.32,,-70.12139881399997,-17.401223759999993,POINT (-70.12139881399997 -17.401223759999993),197437
365,365,672.0,SB,60.0,7.0,,-70.46778853199999,-18.174338229,POINT (-70.46778853199999 -18.174338229),142287
366,366,673.0,SB,60.0,3.0,,-70.54389893500002,-17.847129247999987,POINT (-70.54389893500002 -17.847129247999987),112506
367,367,674.0,SB,220.0,150.0,,-71.594114564,-16.516594924000003,POINT (-71.594114564 -16.516594924000003),217291
368,368,675.0,SB,60.0,7.0,,-73.78443193700002,-15.011720763000028,POINT (-73.78443193700002 -15.011720763000028),166553
369,369,676.0,SB,60.0,0.0,,-71.92669999999998,-15.10469999999998,POINT (-71.92669999999998 -15.10469999999998),148905
370,370,677.0,SB,60.0,10.0,,-73.378175349,-13.650192354000012,POINT (-73.378175349 -13.650192354000012),199643
371,371,678.0,SB,60.0,9.0,,-75.20814557,-14.581089695999992,POINT (-75.20814557 -14.581089695999992),218394
372,372,679.0,SB,138.0,20.0,,-72.37197531300001,-16.470616011000004,POINT (-72.37197531300001 -16.470616011000004),174274
373,373,680.0,SB,60.0,18.0,,-74.66579833600002,-15.455654767999988,POINT (-74.66579833600002 -15.455654767999988),167656
374,374,681.0,SB,60.0,7.0,,-71.229565046,-14.252574626000012,POINT (-71.229565046 -14.252574626000012),187510
375,375,682.0,SB,60.0,7.0,,-73.30680614800002,-14.150010606000023,POINT (-73.30680614800002 -14.150010606000023),121330
376,376,683.0,SB,138.0,60.0,,-78.98150087900001,-8.087513195999975,POINT (-78.98150087900001 -8.087513195999975),113609
377,377,684.0,SB,60.0,7.0,,-79.56561499999998,-6.88409200000001,POINT (-79.56561499999998 -6.88409200000001),205158
378,378,685.0,SB,138.0,7.0,,-76.75277,-7.1668149999999855,POINT (-76.75277 -7.1668149999999855),156626
379,379,686.0,SB,138.0,7.0,,-77.30318798000002,-8.271006874000022,POINT (-77.30318798000002 -8.271006874000022),114712
380,380,687.0,SB,60.0,9.0,,-78.00077499999998,-8.252918000000022,POINT (-78.00077499999998 -8.252918000000022),129051
381,381,688.0,SB,138.0,24.0,,-78.240429,-7.958119000000011,POINT (-78.240429 -7.958119000000011),200746
382,382,689.0,SB,60.0,3.0,,-78.14987000000002,-7.360181000000011,POINT (-78.14987000000002 -7.360181000000011),186407
383,383,690.0,SB,138.0,25.0,,-76.35744799999998,-6.491248999999982,POINT (-76.35744799999998 -6.491248999999982),110300
384,384,691.0,SB,60.0,7.0,,-79.70516700000002,-6.756411000000014,POINT (-79.70516700000002 -6.756411000000014),143390
385,385,692.0,SB,60.0,7.0,,-77.63474500000001,-7.721748999999988,POINT (-77.63474500000001 -7.721748999999988),198540
386,386,693.0,SB,60.0,7.0,,-78.82617025100001,-7.227501818000007,POINT (-78.82617025100001 -7.227501818000007),189716
387,387,694.0,SB,60.0,7.0,,-78.040749,-7.618844000000024,POINT (-78.040749 -7.618844000000024),122433
388,388,695.0,SB,138.0,13.4,,-78.50133899999997,-7.999029000000007,POINT (-78.50133899999997 -7.999029000000007),113609
389,389,696.0,SB,138.0,37.5,,-79.24968750800002,-7.955090686999995,POINT (-79.24968750800002 -7.955090686999995),140081
390,390,697.0,SB,60.0,66.0,,-78.55181199999998,-6.99702400000001,POINT (-78.55181199999998 -6.99702400000001),202952
391,391,698.0,SB,220.0,80.0,,-78.54739556200002,-6.9923019679999925,POINT (-78.54739556200002 -6.9923019679999925),169862
392,392,699.0,SB,60.0,3.0,,-79.12189296499997,-7.251712924000003,POINT (-79.12189296499997 -7.251712924000003),179789
393,393,700.0,SB,138.0,15.0,,-76.973544,-6.047087999999974,POINT (-76.973544 -6.047087999999974),114712
394,394,701.0,SB,60.0,10.0,,-76.88054299999999,-6.107783999999981,POINT (-76.88054299999999 -6.107783999999981),120227
395,395,702.0,SB,60.0,7.0,,-78.15280100000001,-6.877005999999994,POINT (-78.15280100000001 -6.877005999999994),144493
396,396,703.0,SB,60.0,7.0,,-79.771163,-6.763759999999991,POINT (-79.771163 -6.763759999999991),181995
397,397,704.0,SB,60.0,9.0,,-78.53685096999999,-5.630583893999983,POINT (-78.53685096999999 -5.630583893999983),201849
398,398,705.0,SB,60.0,20.0,,-78.80444299999999,-5.692911999999978,POINT (-78.80444299999999 -5.692911999999978),148905
399,399,706.0,SB,60.0,9.0,,-79.896025436,-6.704508573999988,POINT (-79.896025436 -6.704508573999988),140081
400,400,707.0,SB,60.0,6.5,,-79.85468900000001,-6.476754000000028,POINT (-79.85468900000001 -6.476754000000028),189716
401,401,708.0,SB,60.0,9.0,,-79.71645285800003,-6.147168409000017,POINT (-79.71645285800003 -6.147168409000017),159935
402,402,709.0,SB,60.0,6.5,,-79.75983100000002,-6.312719000000016,POINT (-79.75983100000002 -6.312719000000016),193025
403,403,710.0,SB,60.0,7.0,,-79.53422599999999,-5.919034000000011,POINT (-79.53422599999999 -5.919034000000011),175377
404,404,711.0,SB,60.0,7.0,,-79.69187899999997,-6.00051400000001,POINT (-79.69187899999997 -6.00051400000001),111403
405,405,712.0,SB,60.0,9.0,,-79.65475655099999,-5.41706909200002,POINT (-79.65475655099999 -5.41706909200002),126845
406,406,713.0,SB,60.0,7.0,,-79.99118336100003,-5.189374860999976,POINT (-79.99118336100003 -5.189374860999976),211776
407,407,714.0,SB,60.0,23.0,,-80.17355603599998,-5.141648982999982,POINT (-80.17355603599998 -5.141648982999982),154420
408,408,715.0,SB,138.0,50.0,,-80.83172045100002,-6.021200739999983,POINT (-80.83172045100002 -6.021200739999983),168759
409,409,716.0,SB,60.0,18.0,,-80.61215399999998,-5.160781999999983,POINT (-80.61215399999998 -5.160781999999983),140081
410,410,717.0,SB,60.0,10.0,,-77.30750047599997,-5.9307554779999805,POINT (-77.30750047599997 -5.9307554779999805),167656
411,411,718.0,SB,60.0,8.0,,-77.160892579,-6.054866054000001,POINT (-77.160892579 -6.054866054000001),148905
412,412,719.0,SB,60.0,9.0,,-80.76224903999997,-5.403319977000024,POINT (-80.76224903999997 -5.403319977000024),184201
413,413,720.0,SB,60.0,30.0,,-80.97986600000002,-4.9358609999999885,POINT (-80.97986600000002 -4.9358609999999885),150008
414,414,721.0,SB,60.0,9.0,,-80.83129901000001,-5.700063010000008,POINT (-80.83129901000001 -5.700063010000008),144493
415,415,722.0,SB,60.0,5.0,,-81.04370734499997,-4.108255600999996,POINT (-81.04370734499997 -4.108255600999996),110300
416,416,723.0,SB,60.0,30.0,,-80.44817326700002,-3.575935199000014,POINT (-80.44817326700002 -3.575935199000014),198540
417,417,724.0,SB,60.0,10.0,,-80.28004955300003,-3.510689521000017,POINT (-80.28004955300003 -3.510689521000017),119124
418,418,725.0,SB,60.0,25.0,,-79.89606594899999,-6.731562415999974,POINT (-79.89606594899999 -6.731562415999974),215085
419,419,726.0,SB,138.0,42.0,,-70.62648200000001,-17.231577000000016,POINT (-70.62648200000001 -17.231577000000016),216188
420,420,727.0,SB,60.0,7.0,,-80.81557199999997,-5.5558770000000095,POINT (-80.81557199999997 -5.5558770000000095),180892
421,421,728.0,SB,60.0,5.0,,-69.75385299999999,-15.198194999999998,POINT (-69.75385299999999 -15.198194999999998),133463
422,422,729.0,SB,60.0,3.0,,-74.37954503700001,-12.593736965000003,POINT (-74.37954503700001 -12.593736965000003),167656
423,423,730.0,SB,33.0,2.0,,-71.34077300000001,-16.556872,POINT (-71.34077300000001 -16.556872),131257
424,424,731.0,SB,60.0,0.0,,-76.29230261700002,-10.647377738999978,POINT (-76.29230261700002 -10.647377738999978),194128
425,425,732.0,SB,60.0,8.4,,-76.211849798,-13.69947627099998,POINT (-76.211849798 -13.69947627099998),220600
426,426,733.0,SB,60.0,0.0,,-76.27680580399999,-10.719852182000013,POINT (-76.27680580399999 -10.719852182000013),211776
427,427,734.0,SB,60.0,0.0,,-76.260430848,-10.758782345999975,POINT (-76.260430848 -10.758782345999975),163244
428,428,735.0,SB,60.0,1.0,,-76.22927801899999,-10.824355018000006,POINT (-76.22927801899999 -10.824355018000006),202952
429,429,736.0,SB,60.0,10.0,,-75.18668200500002,-12.047906101000024,POINT (-75.18668200500002 -12.047906101000024),148905
430,430,737.0,SB,60.0,10.0,,-75.31489853900001,-11.93501336700001,POINT (-75.31489853900001 -11.93501336700001),181995
431,431,738.0,SB,138.0,70.0,,-71.35164700000001,-17.580129999999997,POINT (-71.35164700000001 -17.580129999999997),219497
432,432,739.0,SB,60.0,9.0,,-78.52345200000002,-5.489051000000018,POINT (-78.52345200000002 -5.489051000000018),150008
433,433,740.0,SB,60.0,12.0,,-77.16821599999997,-11.773531999999989,POINT (-77.16821599999997 -11.773531999999989),124639
434,434,741.0,SB,60.0,23.0,,-77.129726,-11.919407999999976,POINT (-77.129726 -11.919407999999976),183098
435,435,742.0,SB,60.0,75.0,,-77.097284,-12.01436000000001,POINT (-77.097284 -12.01436000000001),162141
436,436,743.0,SB,60.0,50.0,,-77.04220500000002,-11.891332999999976,POINT (-77.04220500000002 -11.891332999999976),124639
437,437,744.0,SB,60.0,50.0,,-77.06844799999999,-11.869028000000014,POINT (-77.06844799999999 -11.869028000000014),180892
438,438,745.0,SB,60.0,50.0,,-77.13303000000002,-12.055386999999996,POINT (-77.13303000000002 -12.055386999999996),200746
439,439,746.0,SB,60.0,75.0,,-77.06307399999997,-12.062296000000003,POINT (-77.06307399999997 -12.062296000000003),134566
440,440,747.0,SB,60.0,75.0,,-77.06313999999998,-11.970011999999995,POINT (-77.06313999999998 -11.970011999999995),110300
441,441,748.0,SB,60.0,65.0,,-77.08892400000002,-12.047888,POINT (-77.08892400000002 -12.047888),172068
442,442,749.0,SB,60.0,50.0,,-77.01520900000003,-12.146428000000014,POINT (-77.01520900000003 -12.146428000000014),116918
443,443,750.0,SB,60.0,50.0,,-77.00165399999997,-12.194289000000026,POINT (-77.00165399999997 -12.194289000000026),132360
444,444,751.0,SB,60.0,25.0,,-76.92262899999997,-12.226170000000025,POINT (-76.92262899999997 -12.226170000000025),175377
445,445,752.0,SB,60.0,40.0,,-77.01448599999998,-12.057189999999991,POINT (-77.01448599999998 -12.057189999999991),193025
446,446,753.0,SB,60.0,42.0,,-76.925521,-12.085379999999986,POINT (-76.925521 -12.085379999999986),118021
447,447,754.0,SB,60.0,145.0,,-76.94776999999999,-12.057227000000012,POINT (-76.94776999999999 -12.057227000000012),205158
448,448,755.0,SB,33.0,1.0,,-75.46244300000001,-12.06189599999999,POINT (-75.46244300000001 -12.06189599999999),156626
449,449,756.0,SB,33.0,5.0,,-75.28331700000001,-12.052992000000016,POINT (-75.28331700000001 -12.052992000000016),196334
450,450,757.0,SB,60.0,25.0,,-79.55103100000002,-7.412127999999996,POINT (-79.55103100000002 -7.412127999999996),130154
