,OBJECTID,EMPRESA,NOMBRE,TENSION_NO,ESTACION,POTENCIA_N,NUMERO_TRA,geometry
233,644.0,HIDRANDINA,SAN JACINTO,138.0,S.E. SAN JACINTO,7.0,1.0,POINT (-78.294578 -9.151871000000028)
234,645.0,HIDRANDINA,HUARMEY,60.0,S.E. HUARMEY,13.0,1.0,POINT (-78.15803654199999 -10.06751768700002)
235,646.0,ELECTROCENTRO,OXAPAMPA,138.0,S.E. OXAPAMPA,40.0,2.0,POINT (-75.403733983 -10.581226990999994)
236,647.0,HIDRANDINA,TICAPAMPA,60.0,S.E. TICAPAMPA,9.0,1.0,POINT (-77.44888700000001 -9.752153000000021)
237,648.0,SN POWER,GOYLLARIQUIZGA,60.0,S.E. GOYLLARIQUIZGA,3.0,1.0,POINT (-76.36711000000003 -10.485697000000016)
238,649.0,ELECTROCENTRO,CHANCHAMAYO,60.0,S.E. CHANCHAMAYO,1.0,1.0,POINT (-75.32787300000001 -11.081444999999974)
239,650.0,ELECTROCENTRO,NINATAMBO,60.0,S.E. NINATAMBO,10.0,1.0,POINT (-75.687018959 -11.40197800499999)
240,651.0,EDELNOR,HUALMAY,60.0,S.E. HUALMAY,50.0,2.0,POINT (-77.60845471099998 -11.096923157999981)
241,652.0,ADINELSA,ANDAHUASI,60.0,S.E. ANDAHUASI,7.0,1.0,POINT (-77.245590886 -11.133848410999974)
242,653.0,ELECTROCENTRO,JAUJA,60.0,S.E. JAUJA,7.0,1.0,POINT (-75.48278699999997 -11.795347995999975)
243,654.0,SN POWER,CHUMPE,60.0,S.E. CHUMPE,12.75,2.0,POINT (-75.69722452000002 -12.293859725999994)
244,655.0,ELECTROCENTRO,AYACUCHO,60.0,S.E. AYACUCHO,0.0,0.0,POINT (-74.220865 -13.152778000000012)
245,656.0,CALLALLI,CAYLLOMA,60.0,S.E. CAYLLOMA,0.0,0.0,POINT (-71.80347 -15.213006000000007)
246,657.0,ELECTRO SUR ESTE,PISAC,60.0,S.E. PISAC,1.0,1.0,POINT (-71.85997400000002 -13.422123999999997)
247,658.0,ELECTRO SUR ESTE,ABANCAY,138.0,S.E. ABANCAY,40.0,1.0,POINT (-72.8781404 -13.62052920299999)
248,659.0,ELECTRO DUNAS,CAÑETE,60.0,S.E. CAÑETE,25.0,1.0,POINT (-76.36567400000001 -13.074550999999985)
249,660.0,CONENHUA,CAUDALOSA,60.0,S.E. CAUDALOSA,13.0,1.0,POINT (-75.19627999400001 -13.200975975000006)
250,661.0,ELECTROCENTRO,CANGALLO,60.0,S.E. CANGALLO,0.0,0.0,POINT (-74.143221014 -13.621102993000022)
251,662.0,ARASI,ARASI,33.0,S.E. ARASI,5.0,1.0,POINT (-70.85716000000002 -15.241417000000013)
252,663.0,ELECTRO SUR ESTE,SANTA MARIA,60.0,S.E. SANTA MARIA,0.0,0.0,POINT (-72.643798 -12.996983)
253,664.0,ELECTRO SUR ESTE,CHAHUARES,60.0,S.E. CHAHUARES,7.0,1.0,POINT (-72.52852970999999 -12.652981484000009)
254,665.0,ELECTRO PUNO,ILAVE,60.0,S.E. ILAVE,7.0,1.0,POINT (-69.63113193599997 -16.09748932299999)
255,666.0,ELECTRO PUNO,POMATA,60.0,S.E. POMATA,7.0,1.0,POINT (-69.29587998 -16.267889079999975)
256,667.0,ELECTROSUR,ALTO TOQUEPALA,33.0,S.E. ALTO TOQUEPALA,0.8,1.0,POINT (-69.89935557799998 -17.618753002000005)
257,668.0,ELECTROSUR,CASERIO ARICOTA,33.0,S.E. CASERIO ARICOTA,0.64,1.0,POINT (-70.24490781399999 -17.336157518999983)
258,669.0,ELECTROSUR,EL AYRO,33.0,S.E. EL AYRO,0.25,1.0,POINT (-69.62637184200003 -17.577906429999985)
259,670.0,ELECTROSUR,TARATA,33.0,S.E. TARATA,0.8,1.0,POINT (-70.02942628300002 -17.474351865000017)
260,671.0,ELECTROSUR,CHALLAGUAYA,33.0,S.E. CHALLAGUAYA,0.32,1.0,POINT (-70.12139881399997 -17.401223759999993)
261,672.0,ELECTROSUR,LA YARADA,60.0,S.E. LA YARADA,7.0,2.0,POINT (-70.46778853199999 -18.174338229)
262,673.0,ELECTROSUR,TOMASIRI,60.0,S.E. TOMASIRI,3.0,1.0,POINT (-70.54389893500002 -17.847129247999987)
263,674.0,CERRO VERDE,SULFUROS,220.0,S.E. SULFUROS,150.0,3.0,POINT (-71.594114564 -16.516594924000003)
264,675.0,ADINELSA,CORACORA,60.0,S.E. CORA CORA,7.0,1.0,POINT (-73.78443193700002 -15.011720763000028)
265,676.0,CALLALLI,ARCATA,60.0,S.E. ARCATA,0.0,0.0,POINT (-71.92669999999998 -15.10469999999998)
266,677.0,ELECTRO SUR ESTE,ANDAHUAYLAS,60.0,S.E. ANDAHUAYLAS,10.0,1.0,POINT (-73.378175349 -13.650192354000012)
267,678.0,ELECTRODUNAS,PALPA,60.0,S.E. PALPA,9.0,1.0,POINT (-75.20814557 -14.581089695999992)
268,679.0,SEAL,C.S. MAJES,138.0,S.E. C.S. MAJES,20.0,1.0,POINT (-72.37197531300001 -16.470616011000004)
269,680.0,SEAL,BELLA UNION,60.0,S.E. BELLA UNION,18.0,1.0,POINT (-74.66579833600002 -15.455654767999988)
270,681.0,ELECTRO SUR ESTE,SICUANI,60.0,S.E. SICUANI,7.0,1.0,POINT (-71.229565046 -14.252574626000012)
271,682.0,ELECTRO SUR ESTE,CHACAPUENTE,60.0,S.E. CHACAPUENTE,7.0,1.0,POINT (-73.30680614800002 -14.150010606000023)
272,683.0,HIDRANDINA,PORVENIR,138.0,S.E. PORVENIR,60.0,1.0,POINT (-78.98150087900001 -8.087513195999975)
273,684.0,ELECTRONORTE,CAYALTI,60.0,S.E. CAYALTI,7.0,1.0,POINT (-79.56561499999998 -6.88409200000001)
274,685.0,REP,JUANJUI,138.0,S.E. JUANJUI,7.0,1.0,POINT (-76.75277 -7.1668149999999855)
275,686.0,HIDRANDINA,TAYABAMBA,138.0,S.E. TAYABAMBA,7.0,1.0,POINT (-77.30318798000002 -8.271006874000022)
276,687.0,HIDRANDINA,PALLASCA,60.0,S.E. PALLASCA,9.0,1.0,POINT (-78.00077499999998 -8.252918000000022)
277,688.0,MINERA BARRICK,ALTO CHICAMA,138.0,S.E. ALTO CHICAMA,24.0,2.0,POINT (-78.240429 -7.958119000000011)
278,689.0,HIDRANDINA,SAN MARCOS,60.0,S.E. SAN MARCOS,3.0,1.0,POINT (-78.14987000000002 -7.360181000000011)
279,690.0,ELECTRO ORIENTE,TARAPOTO,138.0,S.E. TARAPOTO,25.0,1.0,POINT (-76.35744799999998 -6.491248999999982)
280,691.0,ELECTRONORTE,TUMAN,60.0,S.E. TUMAN,7.0,1.0,POINT (-79.70516700000002 -6.756411000000014)
281,692.0,HIDRANDINA,LA MORENA,60.0,S.E. LA MORENA,7.0,1.0,POINT (-77.63474500000001 -7.721748999999988)
282,693.0,HIDRANDINA,CHILETE,60.0,S.E. CHILETE,7.0,1.0,POINT (-78.82617025100001 -7.2275018180000075)
283,694.0,HIDRANDINA,CAJABAMBA,60.0,S.E. CAJABAMBA,7.0,1.0,POINT (-78.040749 -7.618844000000024)
284,695.0,HIDRANDINA,MOTIL,138.0,S.E. MOTIL,13.4,1.0,POINT (-78.50133899999997 -7.999029000000007)
285,696.0,HIDRANDINA,STGO DE CAO,138.0,S.E. STGO DE CAO,37.5,1.0,POINT (-79.24968750800002 -7.955090686999995)
286,697.0,MINERA YANACOCHA,LA PAJUELA,60.0,S.E. LA PAJUELA,66.0,2.0,POINT (-78.55181199999998 -6.99702400000001)
287,698.0,MINERA YANACOCHA,GOLD MILL,220.0,S.E. GOLD MILL,80.0,2.0,POINT (-78.54739556200002 -6.9923019679999925)
288,699.0,TRANSMISORA,TEMBLADERA,60.0,S.E. TEMBLADERA,3.0,1.0,POINT (-79.12189296499997 -7.251712924000003)
289,700.0,ELECTRO ORIENTE,MOYOBAMBA,138.0,S.E. MOYOBAMBA,15.0,1.0,POINT (-76.973544 -6.047087999999974)
290,701.0,ELECTRO ORIENTE,GERA,60.0,S.E. GERA,10.0,1.0,POINT (-76.88054299999999 -6.107783999999981)
291,702.0,HIDRANDINA,CELENDIN,60.0,S.E. CELENDIN,7.0,1.0,POINT (-78.15280100000001 -6.877005999999994)
292,703.0,ELECTRONORTE,POMALCA,60.0,S.E. POMALCA,7.0,1.0,POINT (-79.771163 -6.763759999999991)
293,704.0,ELECTRO ORIENTE,BAGUA CHICA,60.0,S.E. BAGUA CHICA,9.0,1.0,POINT (-78.53685096999999 -5.630583893999983)
294,705.0,ELECTRO ORIENTE,JAEN,60.0,S.E. JAEN,20.0,1.0,POINT (-78.80444299999999 -5.692911999999978)
295,706.0,ELECTRONORTE,LAMBAYEQUE,60.0,S.E. LAMBAYEQUE,9.0,1.0,POINT (-79.896025436 -6.704508573999988)
296,707.0,PROYECTO ESPECIAL OLMOS,ILLIMO,60.0,S.E. ILLIMO,6.5,1.0,POINT (-79.85468900000001 -6.476754000000028)
297,708.0,ELECTRONORTE,MOTUPE,60.0,S.E. MOTUPE,9.0,1.0,POINT (-79.71645285800003 -6.147168409000017)
298,709.0,PROYECTO ESPECIAL OLMOS,LA VIÑA,60.0,S.E. LA VIÑA,6.5,1.0,POINT (-79.75983100000002 -6.3127190000000155)
299,710.0,PROYECTO ESPECIAL OLMOS,OCCIDENTE,60.0,S.E. OCCIDENTE,7.0,1.0,POINT (-79.53422599999999 -5.919034000000011)
300,711.0,ELECTRONORTE,OLMOS,60.0,S.E. OLMOS,7.0,1.0,POINT (-79.69187899999997 -6.00051400000001)
301,712.0,ELECTRONOROESTE,LOMAS LARGA,60.0,S.E. LOMAS LARGA,9.0,1.0,POINT (-79.65475655099999 -5.41706909200002)
302,713.0,ELECTRONOROESTE,MORROPON,60.0,S.E. MORROPON,7.0,1.0,POINT (-79.99118336100003 -5.189374860999976)
303,714.0,ELECTRONOROESTE,CHULUCANAS,60.0,S.E. CHULUCANAS,23.0,2.0,POINT (-80.17355603599998 -5.141648982999982)
304,715.0,TRANSMANTARO,BAYOBAR,138.0,S.E. BAYOBAR,50.0,2.0,POINT (-80.83172045100002 -6.021200739999983)
305,716.0,ELECTRONOROESTE,LOS EJIDOS,60.0,S.E. LOS EJIDOS,18.0,1.0,POINT (-80.61215399999998 -5.160781999999983)
306,717.0,ELECTRO ORIENTE,NUEVA CAJAMARCA,60.0,S.E. NUEVA CAJAMARCA,10.0,1.0,POINT (-77.30750047599997 -5.9307554779999805)
307,718.0,ELECTRO ORIENTE,RIOJA 1,60.0,S.E. RIOJA 1,8.0,2.0,POINT (-77.160892579 -6.054866054000001)
308,719.0,ELECTRONOROESTE,LA UNION,60.0,S.E. LA UNION,9.0,1.0,POINT (-80.76224903999997 -5.403319977000024)
309,720.0,ELECTRONOROESTE,LA HUACA,60.0,S.E. LA HUACA,30.0,2.0,POINT (-80.97986600000002 -4.9358609999999885)
310,721.0,ELECTRONOROESTE,CONSTANTE,60.0,S.E. CONSTANTE,9.0,1.0,POINT (-80.83129901000001 -5.700063010000008)
311,722.0,ELECTRONOROESTE,MANCORA,60.0,S.E. MANCORA,5.0,1.0,POINT (-81.04370734499997 -4.108255600999996)
312,723.0,ELECTRONOROESTE,TUMBES,60.0,S.E. TUMBES,30.0,1.0,POINT (-80.44817326700002 -3.575935199000014)
313,724.0,ELECTRONOROESTE,ZARUMILLA,60.0,S.E. ZARUMILLA,10.0,1.0,POINT (-80.28004955300003 -3.5106895210000175)
314,725.0,ELECTRONORTE,LAMBAYEQUE SUR,60.0,S.E. LAMBAYEQUE SUR,25.0,1.0,POINT (-79.89606594899999 -6.731562415999974)
315,726.0,SOUTHERN,PUSH BACK,138.0,S.E. PUSH BACK,42.0,2.0,POINT (-70.62648200000001 -17.231577000000016)
316,727.0,ELECTRONOROESTE,SECHURA,60.0,S.E. SECHURA,7.0,1.0,POINT (-80.81557199999997 -5.5558770000000095)
317,728.0,ELECTRO PUNO,HUANCANE,60.0,S.E. HUANCANE,5.0,1.0,POINT (-69.75385299999999 -15.198194999999998)
318,729.0,ELECTROCENTRO,MACHAGUAY,60.0,S.E. MACHAGUAY,3.0,1.0,POINT (-74.37954503700001 -12.593736965000005)
319,730.0,ELECTROSUR,POLOBAYA,33.0,S.E. POLOBAYA,2.0,1.0,POINT (-71.34077300000001 -16.556872)
320,731.0,SN POWER PERU,HUICRA,60.0,S.E. HUICRA,0.0,0.0,POINT (-76.29230261700002 -10.647377738999978)
321,732.0,ELECTRO DUNAS,PISCO,60.0,S.E. PISCO,8.4,1.0,POINT (-76.211849798 -13.69947627099998)
322,733.0,SN POWER PERU,VISTA ALEGRE,60.0,S.E. VISTA ALEGRE,0.0,0.0,POINT (-76.27680580399999 -10.719852182000011)
323,734.0,SN POWER PERU,BUENA VISTA,60.0,S.E. BUENA VISTA,0.0,0.0,POINT (-76.260430848 -10.758782345999975)
324,735.0,SN POWER PERU,SHELBY,60.0,S.E. SHELBY,1.0,1.0,POINT (-76.22927801899999 -10.824355018000006)
325,736.0,ELECTROCENTRO,HUANCAYO ESTE,60.0,S.E. HUANCAYO ESTE,10.0,1.0,POINT (-75.18668200500002 -12.047906101000024)
326,737.0,ELECTROCENTRO,CONCEPCION,60.0,S.E. CONCEPCION,10.0,1.0,POINT (-75.31489853900001 -11.93501336700001)
327,738.0,SOUTHERN,REFINERIA,138.0,S.E. REFINERIA,70.0,2.0,POINT (-71.35164700000001 -17.580129999999997)
328,739.0,ELECTRO ORIENTE,BAGUA,60.0,S.E. BAGUA,9.0,1.0,POINT (-78.52345200000002 -5.489051000000018)
329,740.0,EDELNOR,ANCON,60.0,S.E. ANCON,12.0,2.0,POINT (-77.16821599999997 -11.773531999999989)
330,741.0,REFINERIA LA PAMPILLA,LA PAMPILLA,60.0,S.E. LA PAMPILLA,23.0,2.0,POINT (-77.129726 -11.919407999999976)
331,742.0,EDELNOR,TOMAS VALLE,60.0,S.E. TOMAS VALLE,75.0,3.0,POINT (-77.097284 -12.01436000000001)
332,743.0,EDELNOR,CAUDIVILLA,60.0,S.E. CAUDIVILLA,50.0,2.0,POINT (-77.04220500000002 -11.891332999999975)
333,744.0,EDELNOR,PUENTE PIEDRA,60.0,S.E. PUENTE PIEDRA,50.0,2.0,POINT (-77.06844799999999 -11.869028000000014)
334,745.0,EDELNOR,SANTA MARINA,60.0,S.E. SANTA MARINA,50.0,2.0,POINT (-77.13303000000002 -12.055386999999996)
335,746.0,EDELNOR,PANDO,60.0,S.E. PANDO,75.0,3.0,POINT (-77.06307399999997 -12.062296000000003)
336,747.0,EDELNOR,NARANJAL,60.0,S.E. NARANJAL,75.0,3.0,POINT (-77.06313999999998 -11.970011999999997)
337,748.0,EDELNOR,INDUSTRIAL,60.0,S.E. INDUSTRIAL,65.0,2.0,POINT (-77.08892400000002 -12.047888)
338,749.0,LUZ DEL SUR,BARRANCO,60.0,S.E. BARRANCO,50.0,2.0,POINT (-77.01520900000003 -12.146428000000014)
339,750.0,LUZ DEL SUR,CHORRILLOS,60.0,S.E. CHORRILLOS,50.0,2.0,POINT (-77.00165399999997 -12.194289000000026)
340,751.0,LUZ DEL SUR,PACHACAMAC,60.0,S.E. PACHACAMAC,25.0,1.0,POINT (-76.92262899999997 -12.226170000000025)
341,752.0,AUTORIDAD TREN ELECTRICO,GRAU,60.0,S.E. GRAU,40.0,2.0,POINT (-77.01448599999998 -12.057189999999991)
342,753.0,LUZ DEL SUR,LA PLANICIE,60.0,S.E. LA PLANICIE,42.0,2.0,POINT (-76.925521 -12.085379999999986)
343,754.0,LUZ DEL SUR,INGENIEROS,60.0,S.E. INGENIEROS,145.0,2.0,POINT (-76.94776999999999 -12.057227000000012)
344,755.0,ELECTROCENTRO,CHALA NUEVA,33.0,S.E. CHALA NUEVA,1.0,1.0,POINT (-75.46244300000001 -12.06189599999999)
345,756.0,ELECTROCENTRO,CHUPACA,33.0,S.E. CHUPACA,5.0,1.0,POINT (-75.28331700000001 -12.052992000000017)
346,757.0,HIDRANDINA,PACASMAYO,60.0,S.E. PACASMAYO,25.0,1.0,POINT (-79.55103100000002 -7.412127999999996)
347,758.0,SN POWER,CONCENTRADORA MOROCOCHA,60.0,S.E. CONCENTRADORA MOROCOCHA,4.0,1.0,POINT (-76.14436 -11.59876300000002)
348,759.0,SN POWER,MOROCOCHA,60.0,S.E. MOROCOCHA,6.0,1.0,POINT (-76.13780600000001 -11.600472000000025)
349,760.0,SN POWER,CARLOS FRANCISCO,60.0,S.E. CARLOS FRANCISCO,0.0,0.0,POINT (-76.23395422300001 -11.650092586000028)
350,761.0,SN POWER,CASA COMPRESORA,60.0,S.E. CASA COMPRESORA,5.0,1.0,POINT (-76.234305 -11.64776599999999)
351,762.0,LUZ DEL SUR,SURCO,60.0,S.E. SURCO,0.0,0.0,POINT (-76.455036 -11.887481999999977)
352,763.0,COELVISAC,VILLACURI,60.0,S.E. VILLACURI,55.0,2.0,POINT (-75.91001299999999 -13.905721000000028)
353,764.0,BUENAVENTURA,HUANCARAMA,60.0,S.E. HUANCARAMA,0.0,0.0,POINT (-72.28652 -15.206819999999993)
354,765.0,MINERA ANTAMINA,09 DE OCTUBRE,60.0,S.E. 09 DE OCTUBRE,0.0,0.0,POINT (-78.14191599999998 -10.114803999999992)
355,766.0,ELN,CHICLAYO OESTE,60.0,S.E. CHICLAYO OESTE,265.0,6.0,POINT (-79.87069182699997 -6.781473203000019)
356,767.0,EGENOR,C.H. CARHUAQUERO,220.0,S.E. C.H. CARHUAQUERO,35.0,1.0,POINT (-79.24630822400002 -6.606725071000028)
357,768.0,CMP,GUADALUPE,60.0,S.E. GUADALUPE,110.0,3.0,POINT (-79.45858903999999 -7.306316562999996)
358,769.0,LUZ DEL SUR,GALVEZ,60.0,S.E. GALVEZ,75.0,3.0,POINT (-77.03212414799998 -12.06330277799998)
359,770.0,LUZ DEL SUR,SAN BARTOLO,60.0,S.E. SAN BARTOLO,24.0,1.0,POINT (-76.772541015 -12.383769180999991)
360,771.0,LUZ DEL SUR,LURIN,60.0,S.E. LURIN,67.0,2.0,POINT (-76.88415347900002 -12.261476433999974)
361,772.0,LUZ DEL SUR,CHILCA LDS,60.0,S.E. CHILCA 60kV,145.0,2.0,POINT (-76.728025 -12.496136999999976)
362,773.0,LUZ DEL SUR,BUJAMA,60.0,S.E. BUJAMA,25.0,2.0,POINT (-76.60844900000001 -12.714540999999997)
363,774.0,ELECTROSUR,TACNA,60.0,S.E. TACNA,35.0,2.0,POINT (-70.27161156800003 -18.025368671000024)
364,775.0,EGESUR,SARITA,60.0,S.E. SARITA,2.0,1.0,POINT (-70.356754932 -17.39839275899999)
365,776.0,ELECTRO UCAYALI,PUCALLPA,60.0,S.E. PUCALLPA,40.0,2.0,POINT (-74.54855300000003 -8.385152000000005)
366,777.0,EDELNOR,ZARATE,60.0,S.E. ZARATE,0.0,1.0,POINT (-76.99231400000002 -12.017593999999974)
367,778.0,EDELNOR,CANTO GRANDE,60.0,S.E. CANTO GRANDE,75.0,3.0,POINT (-77.01395100000002 -11.98157500000002)
368,779.0,EDELNOR,JICAMARCA,60.0,S.E. JICAMARCA,75.0,3.0,POINT (-76.96781700000003 -11.930571999999984)
369,780.0,YURA,YURA 0,138.0,S.E. YURA 0,36.0,1.0,POINT (-71.68660399999999 -16.258860000000027)
370,781.0,YURA,YURA1,33.0,S.E. YURA1,18.0,1.0,POINT (-71.68325399999998 -16.254179000000022)
371,782.0,EEP,TALARA,33.0,S.E. TALARA,26.0,2.0,POINT (-81.26409961799999 -4.538058944999989)
372,783.0,ELECTRONOROESTE,DESCARGA DE CAMIONES,60.0,S.E. DESCARGA DE CAMIONES,14.0,1.0,POINT (-81.02743908000002 -5.844150322000019)
373,784.0,ELECTRONOROESTE,TEXTIL PIURA,60.0,S.E. TEXTIL PIURA,10.0,1.0,POINT (-80.63872600000002 -5.188140999999973)
374,785.0,COMPANIA TRANSMISORA NORPERUANA,CERRO CORONA,220.0,S.E. CERRO CORONA,79.0,3.0,POINT (-78.630067016 -6.769942747000016)
375,786.0,ELECTROCENTRO,PAMPAS,60.0,S.E. PAMPAS,7.0,1.0,POINT (-74.89480429399998 -12.408965792999993)
376,787.0,ELECTROPERU,TABLACHACA,33.0,S.E. TABLACHACA,3.0,2.0,POINT (-74.78821099999999 -12.462935000000016)
377,788.0,ELECTROPERU,HUANCAYOCCASA,33.0,S.E. HUANCAYOCCASA,1.0,1.0,POINT (-74.70823999999999 -12.377016000000026)
378,789.0,DOE RUN,DOE RUN,60.0,S.E. DOE RUN,21.5,3.0,POINT (-75.896787604 -11.523801509000009)
379,790.0,DOE RUN,PLANTA DE ZINC,60.0,S.E. PLANTA DE ZINC,9.0,3.0,POINT (-75.89612399999999 -11.528044000000023)
380,791.0,ISA PERU,OROYA NUEVA,220.0,S.E. OROYA NUEVA,200.0,4.0,POINT (-75.91815600000001 -11.532286)
381,792.0,SN POWER,SAN CRISTOBAL,60.0,S.E. SAN CRISTOBAL,5.0,2.0,POINT (-76.05783500000001 -11.738239000000021)
382,793.0,ELECTROCENTRO,ANDAYCHAGUA,60.0,S.E. ANDAYCHAGUA,2.0,1.0,POINT (-76.01462979399997 -11.744027447999997)
383,794.0,SN POWER PERU,MARH TUNEL,60.0,S.E. MARH TUNEL,6.0,1.0,POINT (-76.05610200000001 -11.632090000000005)
384,795.0,MINERA ATACOCHA,ATACOCHA,60.0,S.E. ATACOCHA,8.0,4.0,POINT (-76.21562399999999 -10.578499000000022)
385,796.0,SN POWER PERU,ALAMBROM,60.0,S.E. ALAMBROM,14.0,2.0,POINT (-75.924306 -11.534257000000025)
386,797.0,EDELNOR,CHAVARRIA,60.0,S.E. CHAVARRIA,100.0,1.0,POINT (-77.06556411999998 -11.997812610999972)
387,798.0,EDELNOR,UNI,60.0,S.E. UNI,40.0,1.0,POINT (-77.04657578000001 -12.028038836999997)
388,799.0,ELECTRO SUR ESTE,QUILLABAMBA,60.0,S.E. QUILLABAMBA,7.0,1.0,POINT (-72.69252599999999 -12.880655999999988)
389,800.0,ELECTRO SUR ESTE,URUBAMBA,60.0,S.E. URUBAMBA,3.0,2.0,POINT (-72.11011625499998 -13.315168938999989)
390,801.0,ELECTRO SUR ESTE,HUARO,33.0,S.E. HUARO,4.0,1.0,POINT (-71.63861000000003 -13.687139000000002)
391,802.0,LUZ DEL SUR,INDUSTRIALES,220.0,S.E. INDUSTRIALES,100.0,3.0,POINT (-76.968374095 -12.055830931999992)
392,803.0,TESUR,TINTAYA NUEVA,220.0,S.E. TINTAYA NUEVA,0.0,0.0,POINT (-71.31105579199999 -14.897300013000006)
393,804.0,CHAVIMOCHIC,CHAO,60.0,S.E. CHAO,12.0,1.0,POINT (-78.68097599999999 -8.528629000000024)
394,805.0,HIDRANDINA,VIRU,60.0,S.E. VIRU,20.0,1.0,POINT (-78.77794899999998 -8.422668999999985)
395,806.0,HIDRANDINA,MOCHE,33.0,S.E. MOCHE,3.0,1.0,POINT (-79.00529639400003 -8.170505822999985)
396,807.0,HIDRANDINA,SALAVERRY,33.0,S.E. SALAVERRY,3.0,1.0,POINT (-78.97901200000001 -8.216272000000004)
397,808.0,REP,SAN JUAN,220.0,S.E. SAN JUAN,410.0,3.0,POINT (-76.973369263 -12.177475430000015)
398,809.0,REP,TRUJILLO NORTE,138.0,S.E. TRUJILLO NORTE_138,345.0,5.0,POINT (-79.05541778000003 -8.046447453999974)
399,810.0,MINERA MILPO,CERRO LINDO,60.0,S.E. CERRO LINDO,30.0,2.0,POINT (-75.99128400000001 -13.087737000000004)
400,811.0,ELECTRO PUNO,BELLAVISTA,60.0,S.E. BELLAVISTA,12.0,2.0,POINT (-70.02649600000001 -15.832559000000003)
401,812.0,SEAL,CHILINA,33.0,S.E. CHILINA,32.5,2.0,POINT (-71.53425199999998 -16.383118000000024)
402,813.0,EGESUR,INDEPENDENCIA,60.0,S.E. INDEPENDENCIA,100.0,2.0,POINT (-75.968514346 -13.716216676999977)
403,814.0,TRANSMANTARO,CARABAYLLO,500.0,S.E. CARABAYLLO TSM,1200.0,2.0,POINT (-76.962284571 -11.795979752999983)
404,815.0,EDELNOR,CHILLON,60.0,S.E. CHILLON,240.0,2.0,POINT (-77.11697199999998 -11.93144000000001)
405,816.0,REP,CHILCA REP,220.0,S.E. CHILCA 220 kV,600.0,1.0,POINT (-76.72623406100001 -12.497276371999988)
406,817.0,ELECTRO PUNO,ANTAUTA,60.0,S.E. ANTAUTA,6.0,1.0,POINT (-70.30069846700002 -14.300222926999993)
407,818.0,COBRA-ENERSA,REQUE,220.0,S.E. REQUE,0.0,0.0,POINT (-79.79326396599998 -6.86244581699998)
408,819.0,SEAL,CORIRE,60.0,S.E CORIRE,4.0,1.0,POINT (-72.452347196 -16.28165149199998)
409,820.0,ABENGOA,SAN JOSE,500.0,S.E SAN JOSE,1200.0,2.0,POINT (-71.80843020600003 -16.676573459999986)
410,821.0,CERRO VERDE,SAN LUIS,220.0,S.E SAN LUIS,450.0,3.0,POINT (-71.58734978400003 -16.560392494999974)
411,822.0,CERRO VERDE,SAN CARLOS,220.0,S.E. SAN CARLOS,300.0,2.0,POINT (-71.58930108599998 -16.554687058000013)
412,823.0,PANAMERICA SOLAR,ILO 3,138.0,S.E. ILO 3,400.0,2.0,POINT (-71.123122298 -17.57650000000001)
413,824.0,SOUTHERN PERÚ,QUEBRADA HONDA,138.0,S.E. QUEBRADA HONDA,10.0,1.0,POINT (-70.83453987000001 -17.411142487000006)
414,825.0,EEP,REFINERIA,33.0,S.E. REFINERIA,90.0,2.0,POINT (-81.28329300000001 -4.576997000000006)
415,826.0,REP,PARIÑAS,220.0,S.E. PARIÑAS,0.0,0.0,POINT (-81.17586645400002 -4.587437625999996)
416,827.0,HIDRANDINA,LA FLORIDA,33.0,S.E. LA FLORIDA,3.0,1.0,POINT (-78.54318834200001 -7.994537978999972)
417,828.0,HIDRANDINA,OTUZCO,33.0,S.E. OTUZCO,1.4,2.0,POINT (-78.55962217000001 -7.9110525859999825)
418,829.0,HIDRANDINA,CHARAT,33.0,S.E. CHARAT,3.0,1.0,POINT (-78.44846836300002 -7.8220629119999785)
419,830.0,LAS BAMBAS,LAS BAMBAS,220.0,S.E. LAS BAMBAS,375.0,3.0,POINT (-72.33662274 -14.088545703000023)
420,831.0,,SELENE,60.0,S.E. SELENE,10.0,1.0,POINT (-73.14973634799998 -14.649215837999975)
421,832.0,CONSORCIO TRANSMANTARO,SURIRAY,220.0,S.E. SURIRAY,225.0,1.0,POINT (-72.60516735200002 -13.146135712999978)
422,833.0,TRANSMANTARO,ABANCAY NUEVA,220.0,S.E. NUEVA ABANCAY,120.0,1.0,POINT (-72.83715625899998 -13.544643722999979)
423,834.0,ABENGOA,CONSTANCIA,220.0,S.E. COSNTANCIA,250.0,2.0,POINT (-71.78589323099999 -14.467328846999976)
424,835.0,EDELNOR,LOMERA,60.0,S.E. LOMERA,50.0,1.0,POINT (-77.27468538199997 -11.433393430000024)
425,836.0,ELECTRO SUR ESTE,COTARUSE NUEVA,60.0,S.E. COTARUSE,35.0,1.0,POINT (-73.301751335 -14.533773772000018)
426,837.0,EDELNOR,MIRADOR,220.0,S.E. MIRADOR,120.0,1.0,POINT (-76.96316203100002 -11.901940517000014)
427,838.0,EGEHUANZA,HUANZA,220.0,S.E. HUANZA,112.5,1.0,POINT (-76.48414300000002 -11.657635000000028)
428,839.0,MINERA TOROMOCHO,TOROMOCHO,220.0,S.E. TOROMOCHO,330.0,3.0,POINT (-76.14562009299999 -11.66576382300002)
429,840.0,ABENGOA ATS,MONTALVO,220.0,S.E. MONTALVO,750.0,1.0,POINT (-70.99812186700001 -17.190910095999982)
