,field_1,OBJECTID,TENSION_NO,POTENCIA_N,x,y
864,864,1275,220.0,240,-78.72318151099044,-8.41826513583001
865,865,1276,220.0,240,-78.71938903717343,-8.413455241954441
866,866,1277,220.0,240,-78.72198674771862,-8.41759740209058
867,867,1278,220.0,240,-78.01448553944938,-7.634312687544819
868,868,1279,220.0,240,-78.01165018775237,-7.639507338469943
869,869,1280,220.0,240,-78.0082179825004,-7.646876443873901
870,870,1281,220.0,240,-78.01951477186611,-7.639952607746841
871,871,1282,220.0,240,-78.00500077661368,-7.636546895102173
872,872,1283,220.0,240,-72.12742622223628,-16.449476079769678
873,873,1284,220.0,240,-72.1375873861814,-16.45383501073245
874,874,1285,220.0,240,-72.13310440981677,-16.453104277392573
875,875,1286,220.0,240,-72.12854436291211,-16.45452824145415
876,876,1287,220.0,240,-72.12347994437175,-16.454281493487606
877,877,1288,220.0,240,-73.76484423381342,-12.59563962906271
878,878,1289,220.0,240,-73.75609983270365,-12.593417456277784
879,879,1290,220.0,240,-73.76584180893701,-12.60101669762333
880,880,1291,220.0,240,-73.76513439146255,-12.60209338549134
881,881,1292,220.0,240,-73.76500309425367,-12.593673729430856
882,882,1293,220.0,240,-78.15339111645464,-7.2614940337820455
883,883,1294,220.0,240,-78.15012978958217,-7.261957382521432
884,884,1295,220.0,240,-78.15999638810786,-7.264003215245575
885,885,1296,220.0,240,-78.147923506069,-7.273842853404716
886,886,1297,220.0,240,-78.15146708527872,-7.275281467095755
887,887,1298,220.0,240,-75.34237401799048,-12.059206243673708
888,888,1299,220.0,240,-75.35368198748601,-12.055272698562451
889,889,1300,220.0,240,-75.34222215333766,-12.050032435546136
890,890,1301,220.0,240,-75.34530281387508,-12.04441787455509
891,891,1302,220.0,240,-75.34105392554714,-12.052173275092361
892,892,1303,220.0,240,-72.30962336636472,-14.98740010754406
893,893,1304,220.0,240,-72.31413093056412,-14.994439913822811
894,894,1305,220.0,240,-72.3201969884468,-14.97661643147928
895,895,1306,220.0,240,-72.306919544143,-14.987881192112974
896,896,1307,220.0,240,-72.30835483574685,-14.987130272868995
897,897,1308,220.0,240,-75.35157059464518,-12.652367565860326
898,898,1309,220.0,240,-75.3412670273926,-12.665367061733182
899,899,1310,220.0,240,-75.3463198789895,-12.658785096440088
900,900,1311,220.0,240,-75.33920827405623,-12.654520682809931
901,901,1312,220.0,240,-75.34487705751347,-12.662593750243126
902,902,1313,220.0,240,-79.79697099090862,-5.071054001393733
903,903,1314,220.0,240,-79.7989376905486,-5.081154676703202
904,904,1315,220.0,240,-79.78679096715214,-5.075725259820005
905,905,1316,220.0,240,-79.79235204127117,-5.072820775590766
906,906,1317,220.0,240,-79.78725932728142,-5.080653152266065
907,907,1318,220.0,240,-79.23631297314941,-6.60642444796682
908,908,1319,220.0,240,-79.24307519160011,-6.618988030511935
909,909,1320,220.0,240,-79.24008467501362,-6.609467036887601
910,910,1321,220.0,240,-79.23022712005987,-6.6078208836398575
911,911,1322,220.0,240,-79.2413397642384,-6.614446951014539
912,912,1323,220.0,240,-71.49265560919972,-16.29778414694529
913,913,1324,220.0,240,-71.47950954595015,-16.30191424177435
914,914,1325,220.0,240,-71.49368357510605,-16.305664684463984
915,915,1326,220.0,240,-71.48001958884895,-16.306007532835743
916,916,1327,220.0,240,-71.47921657886997,-16.299703719469676
917,917,1328,220.0,240,-71.50641461103665,-16.311462350883932
918,918,1329,220.0,240,-71.51529130475616,-16.32153946975978
919,919,1330,220.0,240,-71.51364569580976,-16.313362918418676
920,920,1331,220.0,240,-71.51145538564245,-16.307983076751107
921,921,1332,220.0,240,-71.50322242291037,-16.320038467426702
922,922,1333,220.0,240,-71.51227147202276,-16.312953347023225
923,923,1334,220.0,240,-71.51615572762921,-16.32394340366856
924,924,1335,220.0,240,-71.52774676070543,-16.325538859067667
925,925,1336,220.0,240,-71.51219236334127,-16.320416568975094
926,926,1337,220.0,240,-71.51907264510193,-16.32405772912988
927,927,1338,220.0,240,-71.5309339487129,-16.31394647449661
928,928,1339,220.0,240,-71.52983417533241,-16.333366550242133
929,929,1340,220.0,240,-71.51561251920272,-16.32593101208394
930,930,1341,220.0,240,-71.51947277648567,-16.32789420467066
931,931,1342,220.0,240,-71.52646131212384,-16.332946693026688
932,932,1343,220.0,240,-77.83692332091333,-8.913146099667635
933,933,1344,220.0,240,-77.8500378485346,-8.921475173388695
934,934,1345,220.0,240,-77.84426847309605,-8.928668565498462
935,935,1346,220.0,240,-77.83919918420592,-8.917047105715774
936,936,1347,220.0,240,-77.84168627475678,-8.93001958978864
937,937,1348,220.0,240,-77.82532401470354,-8.927582201422029
938,938,1349,220.0,240,-77.83088497169514,-8.93079901378707
939,939,1350,220.0,240,-77.82626999027462,-8.927438584202095
940,940,1351,220.0,240,-77.8349629531441,-8.928293706494316
941,941,1352,220.0,240,-77.82758946292171,-8.919412282207174
942,942,1353,220.0,240,-75.57541287420814,-11.257909015558853
943,943,1354,220.0,240,-75.57541842549513,-11.24498806632514
944,944,1355,220.0,240,-75.57524391583955,-11.251366244403995
945,945,1356,220.0,240,-75.58730651533361,-11.250307511747415
946,946,1357,220.0,240,-75.57820443877311,-11.260060761894655
947,947,1358,220.0,240,-75.56382785194681,-11.266906526633653
948,948,1359,220.0,240,-75.55886241129444,-11.26916754048684
949,949,1360,220.0,240,-75.55996755579771,-11.259915561699671
950,950,1361,220.0,240,-75.56016719921601,-11.25544151802478
951,951,1362,220.0,240,-75.55644506396119,-11.263725193662028
952,952,1363,220.0,240,-75.5508973991234,-11.266029871638473
953,953,1364,220.0,240,-75.55124459684991,-11.268224926866237
954,954,1365,220.0,240,-75.56483628255194,-11.267472291343255
955,955,1366,220.0,240,-75.5488065711528,-11.262175500491416
956,956,1367,220.0,240,-75.55256500305649,-11.263579612275102
957,957,1368,220.0,240,-76.45979994415123,-11.895688988363029
958,958,1369,220.0,240,-76.46039524037158,-11.877504020119076
959,959,1370,220.0,240,-76.45382058621728,-11.881219407808869
960,960,1371,220.0,240,-76.45150070823041,-11.89255606478644
961,961,1372,220.0,240,-76.4632549751748,-11.884535610670813
962,962,1373,220.0,240,-79.01182093192251,-6.642543283307295
963,963,1374,220.0,240,-79.01150586214597,-6.634747721524176
964,964,1375,220.0,240,-79.00911205825851,-6.647167252408494
965,965,1376,220.0,240,-79.00983132161038,-6.647848958437324
966,966,1377,220.0,240,-79.00895711740449,-6.64721775705318
967,967,1378,220.0,240,-80.51128988181489,-4.676776668875196
968,968,1379,220.0,240,-80.5055705621771,-4.678782371641492
969,969,1380,220.0,240,-80.50716147205443,-4.678392000809641
970,970,1381,220.0,240,-80.50738724718512,-4.6924619791144275
971,971,1382,220.0,240,-80.50934659814239,-4.688925487317867
972,972,1383,220.0,240,-72.60511159848055,-13.11344439922765
973,973,1384,220.0,240,-72.6037611234397,-13.111933642276297
974,974,1385,220.0,240,-72.60531893932446,-13.10958978561364
975,975,1386,220.0,240,-72.60197056646805,-13.113181545323364
976,976,1387,220.0,240,-72.60569395408908,-13.117415723896872
977,977,1388,220.0,240,-77.00181774883697,-10.923515456030206
978,978,1389,220.0,240,-77.01597792414746,-10.933546815571441
979,979,1390,220.0,240,-77.00116921887191,-10.929390322619218
980,980,1391,220.0,240,-77.01719119404976,-10.937488911123873
981,981,1392,220.0,240,-77.00523177996973,-10.918888746662297
982,982,1393,220.0,240,-77.82248178210708,-8.783264252375718
983,983,1394,220.0,240,-77.82863212214096,-8.771627344563806
984,984,1395,220.0,240,-77.82783095384944,-8.766260950429588
985,985,1396,220.0,240,-77.8197494413994,-8.771832869854142
986,986,1397,220.0,240,-77.82870763227471,-8.783014472992779
987,987,1398,220.0,240,-72.56418027264114,-13.168441908533604
988,988,1399,220.0,240,-72.55383627595884,-13.178554262800244
989,989,1400,220.0,240,-72.56333345518337,-13.173904830547446
990,990,1401,220.0,240,-72.55352967843513,-13.166755269877045
991,991,1402,220.0,240,-72.55912862517118,-13.178766782070785
992,992,1403,220.0,240,-79.75454697888011,-4.618859514057337
993,993,1404,220.0,240,-79.7516550822191,-4.609771270415842
994,994,1405,220.0,240,-79.74473752372657,-4.627960163499541
995,995,1406,220.0,240,-79.76117332343661,-4.626705839972126
996,996,1407,220.0,240,-79.74600615393807,-4.615943535930607
997,997,1408,220.0,240,-75.07752035097853,-11.646132319214104
998,998,1409,220.0,240,-75.06623667302712,-11.652131937942935
999,999,1410,220.0,240,-75.06397995010684,-11.649671888221945
1000,1000,1411,220.0,240,-75.05991731898196,-11.66000407729776
1001,1001,1412,220.0,240,-75.07145584110243,-11.658894863267209
1002,1002,1413,220.0,240,-75.05604483298272,-11.644171974932565
1003,1003,1414,220.0,240,-75.0583116471609,-11.651354336325088
1004,1004,1415,220.0,240,-75.06343031333364,-11.654225036504508
1005,1005,1416,220.0,240,-75.067843187182,-11.639513453720916
1006,1006,1417,220.0,240,-75.05175328590576,-11.64236314179129
1007,1007,1418,220.0,240,-75.88852343545553,-9.596981264265718
1008,1008,1419,220.0,240,-75.8890130762998,-9.59353653823488
1009,1009,1420,220.0,240,-75.88273694817069,-9.595032621535914
1010,1010,1421,220.0,240,-75.8910270546638,-9.605703670954277
1011,1011,1422,220.0,240,-75.87675251547847,-9.594987036536537
